"var","x","y"
-999,-149.5,10.5
-999,-148.5,10.5
-999,-147.5,10.5
-999,-146.5,10.5
-999,-145.5,10.5
-999,-144.5,10.5
-999,-143.5,10.5
-999,-142.5,10.5
-999,-141.5,10.5
-999,-140.5,10.5
-999,-139.5,10.5
-999,-138.5,10.5
-999,-137.5,10.5
-999,-136.5,10.5
-999,-135.5,10.5
-999,-134.5,10.5
-999,-133.5,10.5
-999,-132.5,10.5
-999,-131.5,10.5
-999,-130.5,10.5
-999,-129.5,10.5
-999,-128.5,10.5
-999,-127.5,10.5
-999,-126.5,10.5
-999,-125.5,10.5
-999,-124.5,10.5
-999,-123.5,10.5
-999,-122.5,10.5
-999,-121.5,10.5
-999,-120.5,10.5
-999,-119.5,10.5
-999,-118.5,10.5
-999,-117.5,10.5
-999,-116.5,10.5
-999,-115.5,10.5
-999,-114.5,10.5
-999,-113.5,10.5
-999,-112.5,10.5
-999,-111.5,10.5
-999,-110.5,10.5
-999,-109.5,10.5
-999,-108.5,10.5
-999,-107.5,10.5
-999,-106.5,10.5
-999,-105.5,10.5
-999,-104.5,10.5
-999,-103.5,10.5
-999,-102.5,10.5
-999,-101.5,10.5
-999,-100.5,10.5
-999,-99.5,10.5
-999,-98.5,10.5
-999,-97.5,10.5
-999,-96.5,10.5
-999,-95.5,10.5
-999,-94.5,10.5
-999,-93.5,10.5
-999,-92.5,10.5
-999,-91.5,10.5
-999,-90.5,10.5
-999,-89.5,10.5
-999,-88.5,10.5
-999,-87.5,10.5
-999,-86.5,10.5
9.99344253540039,-85.5,10.5
9.20655727386475,-84.5,10.5
8.83074378967285,-83.5,10.5
-999,-82.5,10.5
-999,-81.5,10.5
-999,-80.5,10.5
-999,-79.5,10.5
-999,-78.5,10.5
-999,-77.5,10.5
-999,-76.5,10.5
-999,-75.5,10.5
9.86393451690674,-74.5,10.5
10.0639343261719,-73.5,10.5
9.40819644927979,-72.5,10.5
8.7590160369873,-71.5,10.5
8.63606548309326,-70.5,10.5
8.5852460861206,-69.5,10.5
8.54754066467285,-68.5,10.5
7.64754104614258,-67.5,10.5
8.00983619689941,-66.5,10.5
8.30852317810059,-65.5,10.5
8.26885223388672,-64.5,10.5
8.27049160003662,-63.5,10.5
8.1622953414917,-62.5,10.5
7.56721305847168,-61.5,10.5
-999,-60.5,10.5
-999,-59.5,10.5
-999,-58.5,10.5
-999,-57.5,10.5
-999,-56.5,10.5
-999,-55.5,10.5
-999,-54.5,10.5
-999,-53.5,10.5
-999,-52.5,10.5
-999,-51.5,10.5
-999,-50.5,10.5
-999,-149.5,11.5
-999,-148.5,11.5
-999,-147.5,11.5
-999,-146.5,11.5
-999,-145.5,11.5
