GridcellIndex,IsMarine,GetRealm,GetLatitudeIndex,GetLongitudeIndex,GetCellArea,GetGridcellRealm,GetGridcellLandMask,AvailableWater,GetGridcellHanpp,TemperatureRange,Temp,GroundFrost,Precipitation,TerrestrialNPP,Get_Ecto_max,Get_Endo_C_max,Get_Endo_H_max,Get_Endo_O_max,TotalPrecip,Seasonality,BreedingSeason,AnnualTemperature,SDTemperature,ExpTDevWeight,AET,TotalAET,FractionMonthFrost,FractionYearFrost,FractionYearFire
0,1,1,0,0,12108.3,1,0,-9999,-9999,-9999,28.1836,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
1,1,1,0,1,12108.3,1,0,-9999,-9999,-9999,28.1392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
2,1,1,0,2,12108.3,1,0,-9999,-9999,-9999,28.1118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
3,1,1,0,3,12108.3,1,0,-9999,-9999,-9999,28.1043,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
4,1,1,0,4,12108.3,1,0,-9999,-9999,-9999,28.0135,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
5,1,1,0,5,12108.3,1,0,-9999,-9999,-9999,27.9668,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
6,1,1,0,6,12108.3,1,0,-9999,-9999,-9999,27.9036,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
7,1,1,0,7,12108.3,1,0,-9999,-9999,-9999,27.8861,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
8,1,1,0,8,12108.3,1,0,-9999,-9999,-9999,27.8363,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
9,1,1,0,9,12108.3,1,0,-9999,-9999,-9999,27.8372,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
10,1,1,0,10,12108.3,1,0,-9999,-9999,-9999,27.7891,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
11,1,1,0,11,12108.3,1,0,-9999,-9999,-9999,27.8011,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
12,1,1,0,12,12108.3,1,0,-9999,-9999,-9999,27.7695,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
13,1,1,0,13,12108.3,1,0,-9999,-9999,-9999,27.7501,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
14,1,1,0,14,12108.3,1,0,-9999,-9999,-9999,27.7311,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
15,1,1,0,15,12108.3,1,0,-9999,-9999,-9999,27.7501,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
16,1,1,0,16,12108.3,1,0,-9999,-9999,-9999,27.8008,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-119988,0.0833333,1,0,0,0.0833333,25,300,0,0,0
